Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance,
"Baco",,"Entire Session",17:53:12,19:15:04,17:51:12,19:27:49,01:21:50,3340,74,0,0,0,0,0.35,0.37,19.44,40.81,29,30,3.39,277,
"Baco",,"Entire Session - Live",18:05:29,19:12:00,17:51:12,19:27:49,01:06:31,3104,69,0,0,0,0,0.44,0.45,19.36,46.66,29,30,4.08,271,
"Baco",,"Warm-up & Prevention",18:12:15,18:28:53,17:51:12,19:27:49,00:16:38,729,18,0,0,0,0,0.18,0.12,19.36,43.82,3,2,1.51,25,
"Baco",,"Rondo 6vs2 (6*6m)",18:29:59,18:41:58,17:51:12,19:27:49,00:11:59,450,0,0,0,0,0,0.33,0.08,13.24,37.54,4,1,1.35,16,
"Baco",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 1",18:46:17,18:47:48,17:51:12,19:27:49,00:01:30,219,26,0,0,0,0,1.98,2.64,18.33,144.72,3,4,38.25,58,
"Baco",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 2",18:48:50,18:50:20,17:51:12,19:27:49,00:01:30,137,5,0,0,0,0,3.31,3.31,16.8,90.62,5,5,15.64,24,
"Baco",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 3",18:51:19,18:52:51,17:51:12,19:27:49,00:01:31,88,0,0,0,0,0,0.65,0.65,11.28,57.68,1,1,5.03,8,
"Baco",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 4",18:53:51,18:55:21,17:51:12,19:27:49,00:01:30,212,11,0,0,0,0,1.33,3.33,16.27,141.44,2,5,34.68,52,
"Baco",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 5",18:56:20,18:57:52,17:51:12,19:27:49,00:01:31,120,3,0,0,0,0,2.63,2.63,15.57,78.91,4,4,12.43,19,
"Baco",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 6",18:58:51,19:00:26,17:51:12,19:27:49,00:01:35,89,0,0,0,0,0,0.63,1.26,12.86,56.04,1,2,4.14,7,
"Baco",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 7",19:01:24,19:02:56,17:51:12,19:27:49,00:01:31,185,5,0,0,0,0,1.3,2.61,17.26,120.49,2,4,24.48,38,
"Baco",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 8",19:03:54,19:05:26,17:51:12,19:27:49,00:01:31,88,0,0,0,0,0,0.66,1.31,12.63,57.9,1,2,4.22,6,
"Baco",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 9",19:06:24,19:07:55,17:51:12,19:27:49,00:01:30,97,0,0,0,0,0,1.98,0,13.92,64.08,3,0,9.42,14,
"Glazer",,"Entire Session",17:55:04,19:16:05,17:51:12,19:27:49,01:21:00,3396,110,2,0,0.02,0,0.37,0.48,20.22,41.92,30,39,3.83,310,
"Glazer",,"Entire Session - Live",18:05:29,19:12:00,17:51:12,19:27:49,01:06:31,2978,109,2,0,0.03,0,0.45,0.57,20.22,44.76,30,38,4.59,305,
"Glazer",,"Warm-up & Prevention",18:12:15,18:28:53,17:51:12,19:27:49,00:16:38,743,21,2,0,0.1,0,0.12,0.12,20.22,44.68,2,2,2.18,36,
"Glazer",,"Rondo 6vs2 (6*6m)",18:29:59,18:41:58,17:51:12,19:27:49,00:11:59,451,1,0,0,0,0,0.67,0.5,17.99,37.65,8,6,2.6,31,
"Glazer",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 1",18:46:17,18:47:48,17:51:12,19:27:49,00:01:30,68,0,0,0,0,0,1.32,0,13.54,44.75,2,0,5.28,8,
"Glazer",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 2",18:48:50,18:50:20,17:51:12,19:27:49,00:01:30,104,0,0,0,0,0,0,0.66,13.42,69.03,0,1,8.88,13,
"Glazer",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 3",18:51:19,18:52:51,17:51:12,19:27:49,00:01:31,218,41,0,0,0,0,3.26,7.18,19.53,142.26,5,11,54.25,83,
"Glazer",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 4",18:53:51,18:55:21,17:51:12,19:27:49,00:01:30,64,0,0,0,0,0,0.67,0,11.53,42.72,1,0,1.21,2,
"Glazer",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 5",18:56:20,18:57:52,17:51:12,19:27:49,00:01:31,90,0,0,0,0,0,0.66,0,12.28,59.01,1,0,3.26,5,
"Glazer",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 6",18:58:51,19:00:26,17:51:12,19:27:49,00:01:35,192,17,0,0,0,0,1.26,4.42,18.86,120.84,2,7,33.61,53,
"Glazer",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 7",19:01:24,19:02:56,17:51:12,19:27:49,00:01:31,80,2,0,0,0,0,0,0.65,15.93,52.25,0,1,4.56,7,
"Glazer",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 8",19:03:54,19:05:26,17:51:12,19:27:49,00:01:31,86,0,0,0,0,0,3.28,1.31,13.48,56.01,5,2,5.8,9,
"Glazer",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 9",19:06:24,19:07:55,17:51:12,19:27:49,00:01:30,208,27,0,0,0,0,2.64,5.29,18.45,137.67,4,8,37.99,57,
"Yao",,"Entire Session",17:53:37,19:26:56,17:51:12,19:27:49,01:33:17,2972,60,0,0,0,0,0.48,0.45,19.79,31.85,45,42,2.72,254,
"Yao",,"Entire Session - Live",18:05:29,19:12:00,17:51:12,19:27:49,01:06:31,2503,60,0,0,0,0,0.68,0.63,19.79,37.62,45,42,3.82,254,
"Yao",,"Warm-up & Prevention",18:12:15,18:28:53,17:51:12,19:27:49,00:16:38,641,14,0,0,0,0,0.24,0.06,19.09,38.53,4,1,1.12,19,
"Yao",,"Rondo 6vs2 (6*6m)",18:29:59,18:41:58,17:51:12,19:27:49,00:11:59,445,0,0,0,0,0,0.75,0.83,13.36,37.13,9,10,1.51,18,
"Yao",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 1",18:46:17,18:47:48,17:51:12,19:27:49,00:01:30,76,1,0,0,0,0,1.32,0.66,15.24,49.96,2,1,5.16,8,
"Yao",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 2",18:48:50,18:50:20,17:51:12,19:27:49,00:01:30,74,0,0,0,0,0,0.66,0,14.5,48.81,1,0,4.6,7,
"Yao",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 3",18:51:19,18:52:51,17:51:12,19:27:49,00:01:31,168,11,0,0,0,0,4.57,7.83,19.79,109.46,7,12,33.71,52,
"Yao",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 4",18:53:51,18:55:21,17:51:12,19:27:49,00:01:30,77,0,0,0,0,0,1.33,0.67,14.33,51.16,2,1,7.11,11,
"Yao",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 5",18:56:20,18:57:52,17:51:12,19:27:49,00:01:31,90,2,0,0,0,0,3.29,1.31,16.25,59.15,5,2,11.01,17,
"Yao",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 6",18:58:51,19:00:26,17:51:12,19:27:49,00:01:35,176,17,0,0,0,0,2.52,3.79,18.99,111.33,4,6,25.21,40,
"Yao",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 7",19:01:24,19:02:56,17:51:12,19:27:49,00:01:31,80,0,0,0,0,0,0.65,0.65,15.12,52.25,1,1,6.17,9,
"Yao",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 8",19:03:54,19:05:26,17:51:12,19:27:49,00:01:31,138,3,0,0,0,0,0.66,0.66,15.65,90.58,1,1,14.94,23,
"Yao",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 9",19:06:24,19:07:55,17:51:12,19:27:49,00:01:30,187,11,0,0,0,0,5.29,4.63,17.4,123.59,8,7,33.37,51,
"Agvadish",,"Entire Session",17:57:46,19:24:58,17:51:12,19:27:49,01:27:11,3645,109,5,0,0.05,0,0.52,0.62,22.23,41.81,45,54,3.47,303,
"Agvadish",,"Entire Session - Live",18:05:29,19:12:00,17:51:12,19:27:49,01:06:31,3037,109,5,0,0.07,0,0.65,0.81,22.23,45.66,43,54,4.53,301,
"Agvadish",,"Warm-up & Prevention",18:12:15,18:28:53,17:51:12,19:27:49,00:16:38,669,12,0,0,0,0,0,0,16.4,40.23,0,0,1.54,26,
"Agvadish",,"Rondo 6vs2 (6*6m)",18:29:59,18:41:58,17:51:12,19:27:49,00:11:59,511,4,0,0,0,0,0.92,0.92,17.89,42.62,11,11,3.19,38,
"Agvadish",,"Possession Game, 8vs4 (14*20m) 3 Groups of 4, Set 1",18:46:17,18:47:48,17:51:12,19:27:49,00:01:30,93,1,0,0,0,0,1.32,0,15.15,61.37,2,0,4.63,7,
