Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance,
"Baco",,"Entire Session",11:05:09,13:05:28,10:51:12,13:17:13,02:00:17,5665,344,73,6,0.66,86,0.46,0.27,26.43,47.09,55,32,4.73,569,
"Baco",,"Entire Session - Live",11:05:09,12:30:04,10:51:12,13:17:13,01:24:54,3666,126,1,0,0.01,0,0.47,0.26,20.09,43.18,40,22,3.58,304,
"Baco",,"Rondo 5vs2 (6*6m)",11:16:08,11:36:03,10:51:12,13:17:13,00:19:54,721,0,0,0,0,0,0.2,0.1,12.94,36.23,4,2,1.19,24,
"Baco",,"Possession Game 4vs4+3J (12*18m) Set 1",11:39:43,11:41:15,10:51:12,13:17:13,00:01:31,67,0,0,0,0,0,0.66,0,10.94,44.12,1,0,2.03,3,
"Baco",,"Possession Game 4vs4+3J (12*18m) Set 2",11:42:01,11:43:30,10:51:12,13:17:13,00:01:29,57,0,0,0,0,0,0.67,0.67,9.36,38.3,1,1,0.74,1,
"Baco",,"Possession Game 4vs4+3J (12*18m) Set 3",11:44:15,11:45:45,10:51:12,13:17:13,00:01:30,54,0,0,0,0,0,0.67,0,11.21,35.81,1,0,1.32,2,
"Baco",,"Possession Game 4vs4+3J (12*18m) Set 4",11:46:38,11:48:10,10:51:12,13:17:13,00:01:31,66,0,0,0,0,0,2.61,0,11.68,43.17,4,0,5.05,8,
"Baco",,"Possession Game 4vs4+3J (12*18m) Set 5",11:48:54,11:50:24,10:51:12,13:17:13,00:01:29,82,0,0,0,0,0,1.34,0.67,13.01,54.77,2,1,6.52,10,
"Baco",,"Possession Game 4vs4+3J (12*18m) Set 6",11:51:09,11:52:44,10:51:12,13:17:13,00:01:35,83,0,0,0,0,0,1.26,0,10.51,52.48,2,0,3.13,5,
"Baco",,"Possession Game 4vs4+3J (12*18m) Set 7",11:53:54,11:55:26,10:51:12,13:17:13,00:01:31,142,1,0,0,0,0,2.62,2.62,14.75,92.95,4,4,22.51,34,
"Baco",,"Possession Game 4vs4+3J (12*18m) Set 8",11:56:10,11:57:41,10:51:12,13:17:13,00:01:30,161,5,0,0,0,0,1.98,2.64,15.83,106.23,3,4,20.17,31,
"Baco",,"Possession Game 4vs4+3J (12*18m) Set 9",11:58:27,11:59:56,10:51:12,13:17:13,00:01:29,145,0,0,0,0,0,2.69,2.02,14.01,97.5,4,3,12.88,19,
