Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance,
"Baco",,"Entire Session",11:05:36,12:49:08,10:55:50,13:38:01,01:43:30,5485,267,52,1,0.52,62,0.47,0.35,27.2,52.99,49,36,5.05,523,
"Baco",,"Entire Session - Live",11:05:36,12:33:14,10:55:50,13:38:01,01:27:36,4919,261,52,1,0.61,62,0.55,0.4,27.2,56.15,48,35,5.82,510,
"Baco",,"Warm-up, Contrast Training",11:12:58,11:30:53,10:55:50,13:38:01,00:17:54,913,24,0,0,0,0,0.45,0.11,18.65,50.98,8,2,2.49,45,
"Baco",,"Rondo 6vs2 (6*6m)",11:30:55,11:40:52,10:55:50,13:38:01,00:09:57,272,0,0,0,0,0,0.1,0.1,11.35,27.37,1,1,0.71,7,
"Baco",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 2",11:46:43,11:48:18,10:55:50,13:38:01,00:01:35,206,9,0,0,0,0,3.14,3.14,16.13,129.7,5,5,23.18,37,
"Baco",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 3",11:49:14,11:50:45,10:55:50,13:38:01,00:01:30,65,0,0,0,0,0,0.66,0,12.3,42.77,1,0,1.85,3,
"Baco",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 4",11:51:18,11:52:52,10:55:50,13:38:01,00:01:33,72,0,0,0,0,0,1.28,1.28,11.86,46.3,2,2,2.56,4,
"Baco",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 6",11:55:34,11:57:05,10:55:50,13:38:01,00:01:30,210,35,0,0,0,0,0.66,1.33,19.72,139.5,1,2,38.43,58,
"Baco",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 7",11:57:42,11:59:16,10:55:50,13:38:01,00:01:34,78,0,0,0,0,0,0,0.64,11.33,49.51,0,1,3.68,6,
"Baco",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 8",11:59:50,12:01:22,10:55:50,13:38:01,00:01:31,52,0,0,0,0,0,1.31,0,12.92,33.8,2,0,1.12,2,
"Baco",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 1",12:06:42,12:09:47,10:55:50,13:38:01,00:03:05,322,54,2,0,0.72,4,1.62,1.3,20.68,104.18,5,4,24.09,74,
"Baco",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 2",12:11:15,12:14:15,10:55:50,13:38:01,00:02:59,314,22,5,0,1.57,6,1,1.33,22.31,104.87,3,4,17.26,52,
"Baco",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 3",12:15:59,12:19:00,10:55:50,13:38:01,00:03:01,343,33,10,0,3.43,10,1.66,0.99,24.26,113.78,5,3,20.51,62,
"Baco",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 4",12:20:30,12:23:30,10:55:50,13:38:01,00:03:00,291,17,11,1,4.05,12,1.33,1,27.2,96.92,4,3,15.04,45,
"Baco",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 5",12:25:32,12:28:33,10:55:50,13:38:01,00:03:01,343,50,24,0,7.89,29,1.65,1.98,23.75,113.54,5,6,25.34,77,
"Baco",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 6",12:30:03,12:33:04,10:55:50,13:38:01,00:03:00,290,17,0,0,0,0,1.33,0.66,19.62,96,4,2,13.05,39,
"Glazer",,"Entire Session",10:58:36,13:36:41,10:55:50,13:38:01,02:38:03,5802,219,16,0,0.1,14,0.25,0.2,21.63,36.71,39,32,2.37,375,
"Glazer",,"Entire Session - Live",11:03:15,12:33:14,10:55:50,13:38:01,01:29:58,4148,215,16,0,0.18,14,0.43,0.36,21.63,46.1,39,32,4.1,369,
"Glazer",,"Warm-up, Contrast Training",11:12:58,11:30:53,10:55:50,13:38:01,00:17:54,824,19,0,0,0,0,0.17,0.06,17.32,46.02,3,1,1.65,30,
"Glazer",,"Rondo 6vs2 (6*6m)",11:30:55,11:40:52,10:55:50,13:38:01,00:09:57,427,0,0,0,0,0,0.7,0.7,13.56,42.93,7,7,1.92,19,
"Glazer",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 1",11:44:42,11:46:12,10:55:50,13:38:01,00:01:30,69,0,0,0,0,0,1.33,0.67,13.55,45.74,2,1,4.37,7,
"Glazer",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 2",11:46:43,11:48:18,10:55:50,13:38:01,00:01:35,43,0,0,0,0,0,0.63,0,12.08,26.88,1,0,0.76,1,
"Glazer",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 4",11:51:18,11:52:52,10:55:50,13:38:01,00:01:33,206,31,1,0,0.36,0,1.28,1.92,20.37,131.83,2,3,30.95,48,
"Glazer",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 5",11:53:31,11:55:03,10:55:50,13:38:01,00:01:31,48,0,0,0,0,0,1.32,0,12.75,31.47,2,0,2.31,4,
"Glazer",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 6",11:55:34,11:57:05,10:55:50,13:38:01,00:01:30,61,0,0,0,0,0,0.66,0,10.79,40.27,1,0,1.12,2,
"Glazer",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 8",11:59:50,12:01:22,10:55:50,13:38:01,00:01:31,193,40,5,0,2.99,4,2.62,4.58,21.37,126.08,4,7,46.34,71,
"Glazer",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 1",12:06:42,12:09:47,10:55:50,13:38:01,00:03:05,309,54,7,0,2.23,11,1.62,0.65,21.63,99.95,5,2,24.99,77,
"Glazer",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 2",12:11:15,12:14:15,10:55:50,13:38:01,00:02:59,257,24,1,0,0.19,0,2.33,2.67,20.14,85.72,7,8,13.79,41,
"Glazer",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 3",12:15:59,12:19:00,10:55:50,13:38:01,00:03:01,292,39,3,0,1.13,0,0.99,0.99,21.36,96.63,3,3,16.76,51,
"Glazer",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 4",12:20:30,12:23:30,10:55:50,13:38:01,00:03:00,212,9,0,0,0,0,0.67,0,17.2,70.72,2,0,5.64,17,
"Shalom",,"Entire Session",11:03:02,13:36:47,10:55:50,13:38:01,02:33:42,7015,262,36,0,0.23,31,0.29,0.32,23.65,45.63,45,49,3.45,530,
"Shalom",,"Entire Session - Live",11:03:15,12:33:14,10:55:50,13:38:01,01:29:58,5178,262,36,0,0.4,31,0.5,0.54,23.65,57.55,45,49,5.86,527,
"Shalom",,"Warm-up, Contrast Training",11:12:58,11:30:53,10:55:50,13:38:01,00:17:54,872,9,0,0,0,0,0.28,0.22,19.09,48.7,5,4,1.66,30,
"Shalom",,"Rondo 6vs2 (6*6m)",11:30:55,11:40:52,10:55:50,13:38:01,00:09:57,423,0,0,0,0,0,0.1,0.1,12.6,42.48,1,1,0.6,6,
"Shalom",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 1",11:44:42,11:46:12,10:55:50,13:38:01,00:01:30,128,0,0,0,0,0,2,0.67,14.09,85.38,3,1,8.22,12,
"Shalom",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 2",11:46:43,11:48:18,10:55:50,13:38:01,00:01:35,122,0,0,0,0,0,1.26,0.63,14.21,76.56,2,1,6.21,10,
"Shalom",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 3",11:49:14,11:50:45,10:55:50,13:38:01,00:01:30,185,25,6,0,4.17,6,2.64,3.96,22.15,122.33,4,6,34.25,52,
"Shalom",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 5",11:53:31,11:55:03,10:55:50,13:38:01,00:01:31,89,0,0,0,0,0,0,0,10.43,58.92,0,0,2.02,3,
"Shalom",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 6",11:55:34,11:57:05,10:55:50,13:38:01,00:01:30,98,0,0,0,0,0,0.66,0,12.78,65.24,1,0,4.5,7,
"Shalom",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 7",11:57:42,11:59:16,10:55:50,13:38:01,00:01:34,211,25,1,0,0.73,0,1.91,2.55,20.8,134.68,3,4,35.89,56,
"Shalom",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 1",12:06:42,12:09:47,10:55:50,13:38:01,00:03:05,313,20,2,0,0.74,0,1.3,2.91,21.25,101.35,4,9,18.43,57,
"Shalom",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 2",12:11:15,12:14:15,10:55:50,13:38:01,00:02:59,326,39,0,0,0,0,2,1.67,19.33,108.87,6,5,20.46,61,
"Shalom",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 3",12:15:59,12:19:00,10:55:50,13:38:01,00:03:01,327,41,12,0,3.89,11,0.66,0.66,23.65,108.21,2,2,23.09,70,
"Shalom",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 4",12:20:30,12:23:30,10:55:50,13:38:01,00:03:00,301,43,1,0,0.38,0,2.33,1.33,21.02,100.17,7,4,20.87,63,
"Shalom",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 5",12:25:32,12:28:33,10:55:50,13:38:01,00:03:01,291,41,9,0,2.96,8,0.99,1.98,22.72,96.3,3,6,17.41,53,
"Shalom",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 6",12:30:03,12:33:04,10:55:50,13:38:01,00:03:00,322,20,5,0,1.5,6,1.33,1.99,20.99,106.61,4,6,15.84,48,
"Revivo",,"Entire Session",10:58:37,13:09:19,10:55:50,13:38:01,02:10:40,6217,267,92,19,0.84,115,0.44,0.37,27.71,47.58,58,49,4.45,582,
"Revivo",,"Entire Session - Live",11:03:15,12:33:14,10:55:50,13:38:01,01:29:58,4708,267,92,19,1.23,115,0.64,0.54,27.71,52.32,58,49,6.43,579,
"Revivo",,"Warm-up, Contrast Training",11:12:58,11:30:53,10:55:50,13:38:01,00:17:54,936,27,1,0,0.03,0,0.34,0.11,20.86,52.28,6,2,2.15,39,
"Revivo",,"Rondo 6vs2 (6*6m)",11:30:55,11:40:52,10:55:50,13:38:01,00:09:57,381,0,0,0,0,0,0.3,0.7,13.46,38.29,3,7,1.17,12,
"Revivo",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 2",11:46:43,11:48:18,10:55:50,13:38:01,00:01:35,144,17,0,0,0,0,1.89,2.52,18.9,90.5,3,4,21.58,34,
"Revivo",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 3",11:49:14,11:50:45,10:55:50,13:38:01,00:01:30,95,0,0,0,0,0,1.32,0,11.11,62.64,2,0,5.07,8,
"Revivo",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 4",11:51:18,11:52:52,10:55:50,13:38:01,00:01:33,104,4,0,0,0,0,1.28,1.28,16.55,66.72,2,2,9.74,15,
"Revivo",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 6",11:55:34,11:57:05,10:55:50,13:38:01,00:01:30,176,23,3,0,1.88,0,2.65,3.32,20.95,116.69,4,5,32.4,49,
"Revivo",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 7",11:57:42,11:59:16,10:55:50,13:38:01,00:01:34,121,0,0,0,0,0,1.91,2.55,14.66,77.19,3,4,10.77,17,
"Revivo",,"Possession Game 10vs5+5F+1J, 4 Mini Goals, Set 8",11:59:50,12:01:22,10:55:50,13:38:01,00:01:31,111,1,0,0,0,0,1.96,0.65,14.68,72.9,3,1,7.6,12,
"Revivo",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 1",12:06:42,12:09:47,10:55:50,13:38:01,00:03:05,318,47,26,12,12.38,44,1.3,1.94,27.71,103.02,4,6,28.79,89,
"Revivo",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 2",12:11:15,12:14:15,10:55:50,13:38:01,00:02:59,305,42,13,0,4.36,16,2,1.33,23.53,101.68,6,4,24.07,72,
"Revivo",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 3",12:15:59,12:19:00,10:55:50,13:38:01,00:03:01,338,73,25,3,9.15,32,1.99,1.66,26.07,111.93,6,5,35.66,108,
"Revivo",,"SSG 6vs6, 4 Teams Tournament in 2 Fields (28*42m) Set 4",12:20:30,12:23:30,10:55:50,13:38:01,00:03:00,242,6,10,1,3.82,10,0.67,0.33,26.45,80.54,2,1,12,36,
