Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance,
"Baco",,"Entire Session",11:01:45,12:35:00,10:56:03,12:56:43,01:33:13,5058,190,24,0,0.26,24,0.33,0.31,22.59,54.25,31,29,4.46,416,
"Baco",,"Entire Session - Live",11:09:14,12:31:02,10:56:03,12:56:43,01:21:47,4636,190,24,0,0.3,24,0.38,0.35,22.59,56.68,31,29,5.08,415,
"Baco",,"Warm-up, Mobility & Contrast Training",11:14:49,11:27:48,10:56:03,12:56:43,00:12:59,725,20,0,0,0,0,0.46,0.38,18.16,55.83,6,5,3.62,47,
"Baco",,"Rondo 6vs2 (6*6m)",11:28:17,11:38:18,10:56:03,12:56:43,00:10:00,345,0,0,0,0,0,0.1,0.1,10.96,34.47,1,1,0.3,3,
"Baco",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 2",11:44:16,11:45:47,10:56:03,12:56:43,00:01:30,173,6,0,0,0,0,1.32,3.96,15.99,114.06,2,6,22.68,34,
"Baco",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 4",11:48:21,11:49:53,10:56:03,12:56:43,00:01:32,153,6,0,0,0,0,0,1.3,16.67,99.45,0,2,15.56,24,
"Baco",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 6",11:52:25,11:53:55,10:56:03,12:56:43,00:01:30,142,6,0,0,0,0,0.67,2,17.09,94.38,1,3,15.54,23,
"Baco",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 8",11:56:36,11:58:10,10:56:03,12:56:43,00:01:33,154,2,0,0,0,0,1.92,0.64,15.11,98.33,3,1,15.44,24,
"Baco",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 10",12:01:06,12:02:36,10:56:03,12:56:43,00:01:29,139,7,0,0,0,0,2.69,2.69,18.93,93.64,4,4,16.61,25,
"Baco",,"LSG 9vs9 (42*60m) Set 1",12:06:28,12:09:05,10:56:03,12:56:43,00:02:36,321,51,10,0,3.73,11,0.77,0.38,21.86,122.8,2,1,23.22,61,
"Baco",,"LSG 9vs9 (42*60m) Set 2",12:10:04,12:12:38,10:56:03,12:56:43,00:02:33,289,23,1,0,0.43,0,1.56,0.78,19.93,113.01,4,2,17.13,44,
"Baco",,"LSG 9vs9 (42*60m) Set 3",12:13:37,12:16:08,10:56:03,12:56:43,00:02:31,276,22,0,0,0,0,0.79,0.4,18.27,109.27,2,1,11.84,30,
"Baco",,"LSG 9vs9 (42*60m) Set 4",12:17:11,12:19:48,10:56:03,12:56:43,00:02:36,239,19,2,0,0.88,0,0.76,1.15,21.31,91.36,2,3,11.78,31,
"Baco",,"LSG 9vs9 (42*60m) Set 5",12:20:53,12:23:22,10:56:03,12:56:43,00:02:29,217,6,0,0,0,0,0.8,0,15.43,87.49,2,0,9.7,24,
"Baco",,"LSG 9vs9 (42*60m) Set 6",12:24:25,12:27:02,10:56:03,12:56:43,00:02:36,253,22,11,0,4.28,13,0.77,0,22.59,96.69,2,0,16.27,42,
"Glazer",,"Entire Session",10:56:03,12:56:43,10:56:03,12:56:43,02:00:38,6728,534,219,1,1.83,291,0.56,0.49,26.27,55.77,68,59,7.31,882,
"Glazer",,"Entire Session - Live",11:09:14,12:31:02,10:56:03,12:56:43,01:21:47,4799,371,45,1,0.56,59,0.67,0.64,26.27,58.68,55,52,7.28,595,
"Glazer",,"Warm-up, Mobility & Contrast Training",11:14:49,11:27:48,10:56:03,12:56:43,00:12:59,788,42,2,0,0.18,7,0.69,0.46,21.78,60.69,9,6,5.34,69,
"Glazer",,"Rondo 6vs2 (6*6m)",11:28:17,11:38:18,10:56:03,12:56:43,00:10:00,319,0,0,0,0,0,0.3,0.4,13.51,31.83,3,4,1.33,13,
"Glazer",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 2",11:44:16,11:45:47,10:56:03,12:56:43,00:01:30,170,21,1,0,0.37,0,3.96,3.96,19.95,112.44,6,6,34.07,52,
"Glazer",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 4",11:48:21,11:49:53,10:56:03,12:56:43,00:01:32,148,10,0,0,0,0,0.65,2.59,18.86,95.95,1,4,14.36,22,
"Glazer",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 6",11:52:25,11:53:55,10:56:03,12:56:43,00:01:30,128,7,0,0,0,0,2.66,2,17.57,85.25,4,3,15.43,23,
"Glazer",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 8",11:56:36,11:58:10,10:56:03,12:56:43,00:01:33,176,20,2,0,1.08,0,3.83,3.19,20.33,112.25,6,5,29.54,46,
"Glazer",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 10",12:01:06,12:02:36,10:56:03,12:56:43,00:01:29,141,9,0,0,0,0,2.69,2.69,17.1,94.86,4,4,21.1,31,
"Glazer",,"LSG 9vs9 (42*60m) Set 1",12:06:28,12:09:05,10:56:03,12:56:43,00:02:36,283,24,0,0,0,0,1.53,0.77,16.52,108.34,4,2,18.21,48,
"Glazer",,"LSG 9vs9 (42*60m) Set 2",12:10:04,12:12:38,10:56:03,12:56:43,00:02:33,290,48,1,0,0.45,0,1.56,1.96,20.65,113.35,4,5,19.07,49,
"Glazer",,"LSG 9vs9 (42*60m) Set 3",12:13:37,12:16:08,10:56:03,12:56:43,00:02:31,277,33,17,0,6.85,25,1.19,1.58,23.83,109.52,3,4,22.16,56,
"Glazer",,"LSG 9vs9 (42*60m) Set 4",12:17:11,12:19:48,10:56:03,12:56:43,00:02:36,348,65,20,1,8.19,27,0.38,0.76,26.27,133.24,1,2,30.35,79,
"Glazer",,"LSG 9vs9 (42*60m) Set 5",12:20:53,12:23:22,10:56:03,12:56:43,00:02:29,254,43,1,0,0.46,0,0.4,0.4,20.98,102.33,1,1,17.23,43,
"Glazer",,"LSG 9vs9 (42*60m) Set 6",12:24:25,12:27:02,10:56:03,12:56:43,00:02:36,288,48,1,0,0.22,0,2.3,2.3,20.35,110.35,6,6,22.68,59,
"Shalom",,"Entire Session",11:03:13,12:35:29,10:56:03,12:56:43,01:32:14,5282,303,78,1,0.85,87,0.43,0.43,26.17,57.26,40,40,6.01,554,
"Shalom",,"Entire Session - Live",11:09:14,12:31:02,10:56:03,12:56:43,01:21:47,4906,303,78,1,0.96,87,0.49,0.49,26.17,59.98,40,40,6.76,553,
"Shalom",,"Warm-up, Mobility & Contrast Training",11:14:49,11:27:48,10:56:03,12:56:43,00:12:59,712,8,0,0,0,0,0.31,0.31,16.18,54.82,4,4,3.29,43,
"Shalom",,"Rondo 6vs2 (6*6m)",11:28:17,11:38:18,10:56:03,12:56:43,00:10:00,346,0,0,0,0,0,0.5,0.3,14.22,34.52,5,3,1.5,15,
"Shalom",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 2",11:44:16,11:45:47,10:56:03,12:56:43,00:01:30,167,13,0,0,0,0,3.3,3.3,18.19,110.35,5,5,30.56,46,
"Shalom",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 4",11:48:21,11:49:53,10:56:03,12:56:43,00:01:32,164,3,0,0,0,0,1.3,1.95,15.84,106.56,2,3,17.31,27,
"Shalom",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 6",11:52:25,11:53:55,10:56:03,12:56:43,00:01:30,153,14,0,0,0,0,2,2.66,16.87,101.68,3,4,21.45,32,
"Shalom",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 8",11:56:36,11:58:10,10:56:03,12:56:43,00:01:33,159,0,0,0,0,0,0,1.28,16.41,101.9,0,2,8.95,14,
"Shalom",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 10",12:01:06,12:02:36,10:56:03,12:56:43,00:01:29,172,16,0,0,0,0,2.69,1.34,18.6,115.89,4,2,25.49,38,
"Shalom",,"LSG 9vs9 (42*60m) Set 1",12:06:28,12:09:05,10:56:03,12:56:43,00:02:36,328,45,6,0,2.22,6,0.38,0.38,21.71,125.44,1,1,19.33,51,
"Shalom",,"LSG 9vs9 (42*60m) Set 2",12:10:04,12:12:38,10:56:03,12:56:43,00:02:33,280,46,7,0,2.89,7,0.78,1.17,24.52,109.43,2,3,19.89,51,
"Shalom",,"LSG 9vs9 (42*60m) Set 3",12:13:37,12:16:08,10:56:03,12:56:43,00:02:31,312,60,3,0,1.38,0,1.58,1.58,22.49,123.45,4,4,27.74,70,
"Shalom",,"LSG 9vs9 (42*60m) Set 4",12:17:11,12:19:48,10:56:03,12:56:43,00:02:36,331,49,27,1,10.59,32,1.15,0.76,26.17,126.65,3,2,27.8,73,
"Shalom",,"LSG 9vs9 (42*60m) Set 5",12:20:53,12:23:22,10:56:03,12:56:43,00:02:29,279,25,27,0,11.04,33,0.8,1.21,23.52,112.43,2,3,21.31,53,
"Shalom",,"LSG 9vs9 (42*60m) Set 6",12:24:25,12:27:02,10:56:03,12:56:43,00:02:36,229,22,7,0,2.52,9,1.15,1.53,23.14,87.78,3,4,15.66,41,
"Yao",,"Entire Session",11:05:08,12:41:31,10:56:03,12:56:43,01:36:21,4143,291,112,7,1.24,134,0.64,0.53,27.67,42.99,62,51,6.39,616,
"Yao",,"Entire Session - Live",11:09:14,12:31:02,10:56:03,12:56:43,01:21:47,3827,291,112,7,1.46,134,0.76,0.62,27.67,46.8,62,51,7.52,615,
"Yao",,"Warm-up, Mobility & Contrast Training",11:14:49,11:27:48,10:56:03,12:56:43,00:12:59,649,20,0,0,0,0,0.38,0.31,17.83,49.97,5,4,3.39,44,
"Yao",,"Rondo 6vs2 (6*6m)",11:28:17,11:38:18,10:56:03,12:56:43,00:10:00,266,0,0,0,0,0,0.4,0.4,10.98,26.58,4,4,0.77,8,
"Yao",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 1",11:42:14,11:43:45,10:56:03,12:56:43,00:01:31,136,9,0,0,0,0,3.29,2.63,17.54,89.83,5,4,25.35,38,
"Yao",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 3",11:46:18,11:47:51,10:56:03,12:56:43,00:01:32,138,16,0,0,0,0,3.24,1.94,19.46,89.12,5,3,25.03,39,
"Yao",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 5",11:50:24,11:51:54,10:56:03,12:56:43,00:01:30,145,3,0,0,0,0,4,4.67,16.3,96.73,6,7,19.13,29,
"Yao",,"Possession Game 4vs4+8F (16*22m Diamond), 4 Mini Goals Set 7",11:54:32,11:56:02,10:56:03,12:56:43,00:01:30,150,3,0,0,0,0,2,2,16.59,99.77,3,3,19.88,30,
