Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance,
"Baco",,"Entire Session",10:30:20,12:02:04,10:21:49,12:56:01,01:31:43,3528,215,20,1,0.23,18,0.34,0.17,26.06,38.46,31,16,3.18,292,
"Baco",,"Entire Session - Live",10:35:21,11:52:55,10:21:49,12:56:01,01:17:34,3018,215,20,1,0.27,18,0.4,0.21,26.06,38.91,31,16,3.72,288,
"Baco",,"Rondo 6vs2 (6*6m)",10:43:25,11:03:30,10:21:49,12:56:01,00:20:04,510,0,0,0,0,0,0,0,11.54,25.41,0,0,0.25,5,
"Baco",,"Split: Defense, Technical Tactical, Set 1",11:09:51,11:18:00,10:21:49,12:56:01,00:08:09,375,80,4,0,0.55,0,0.73,0.37,20.89,45.88,6,3,8.39,69,
"Baco",,"Split: Defense, Technical Tactical, Set 2",11:19:10,11:30:37,10:21:49,12:56:01,00:11:27,442,67,1,0,0.05,0,0.79,0.44,20.46,38.57,9,5,5.34,61,
"Baco",,"SSG 7vs7 ,4 Groups (28*42m), Set 1",11:37:50,11:39:51,10:21:49,12:56:01,00:02:00,219,18,0,0,0,0,2.49,1.5,17.9,108.96,5,3,21.39,43,
"Baco",,"SSG 7vs7 ,4 Groups (28*42m), Set 3",11:42:45,11:44:46,10:21:49,12:56:01,00:02:01,239,29,15,1,7.94,18,2.98,0.5,26.06,118.54,6,1,25.47,51,
"Baco",,"SSG 7vs7 ,4 Groups (28*42m), Set 5",11:47:34,11:50:05,10:21:49,12:56:01,00:02:30,246,17,0,0,0,0,1.19,0.8,19.61,97.93,3,2,18.3,46,
"Glazer",,"Entire Session",10:23:08,12:15:40,10:21:49,12:56:01,01:52:30,4324,375,48,0,0.43,54,0.43,0.27,24.66,38.43,48,30,4.09,461,
"Glazer",,"Entire Session - Live",10:35:21,11:52:55,10:21:49,12:56:01,01:17:34,3218,332,29,0,0.38,28,0.57,0.39,23.52,41.49,44,30,5.36,416,
"Glazer",,"Rondo 6vs2 (6*6m)",10:43:25,11:03:30,10:21:49,12:56:01,00:20:04,686,0,0,0,0,0,0.25,0.2,15.3,34.19,5,4,0.82,16,
"Glazer",,"Split: Defense, Technical Tactical, Set 1",11:09:51,11:18:00,10:21:49,12:56:01,00:08:09,364,71,14,0,1.76,17,0.86,0.73,23.52,44.57,7,6,9.12,74,
"Glazer",,"Split: Defense, Technical Tactical, Set 2",11:19:10,11:30:37,10:21:49,12:56:01,00:11:27,449,105,5,0,0.4,5,1.05,0.79,21.05,39.24,12,9,9.04,104,
"Glazer",,"SSG 7vs7 ,4 Groups (28*42m), Set 2",11:40:21,11:42:27,10:21:49,12:56:01,00:02:05,242,36,3,0,1.62,0,3.34,0.95,21.02,115.54,7,2,28.62,60,
"Glazer",,"SSG 7vs7 ,4 Groups (28*42m), Set 4",11:45:10,11:47:13,10:21:49,12:56:01,00:02:03,237,57,1,0,0.28,0,3.41,1.95,21.03,115.56,7,4,38.72,79,
"Glazer",,"SSG 7vs7 ,4 Groups (28*42m), Set 6",11:50:38,11:52:38,10:21:49,12:56:01,00:02:00,261,41,6,0,3.14,6,1.5,2,22.03,130.61,3,4,29.54,59,
"Shalom",,"Entire Session",10:32:38,12:48:50,10:21:49,12:56:01,02:16:09,5640,361,69,0,0.5,95,0.38,0.24,24.06,41.42,52,33,3.64,495,
"Shalom",,"Entire Session - Live",10:35:21,11:52:55,10:21:49,12:56:01,01:17:34,3557,361,69,0,0.89,95,0.49,0.4,24.06,45.86,38,31,5.79,449,
"Shalom",,"Rondo 6vs2 (6*6m)",10:43:25,11:03:30,10:21:49,12:56:01,00:20:04,805,0,0,0,0,0,0.05,0.3,13.83,40.08,1,6,0.62,12,
"Shalom",,"Split: Defense, Technical Tactical, Set 1",11:09:51,11:18:00,10:21:49,12:56:01,00:08:09,383,73,11,0,1.29,15,0.86,0.12,22.85,46.87,7,1,8.84,72,
"Shalom",,"Split: Defense, Technical Tactical, Set 2",11:19:10,11:30:37,10:21:49,12:56:01,00:11:27,518,120,22,0,1.96,23,1.4,0.96,23.75,45.23,16,11,11.66,133,
"Shalom",,"SSG 7vs7 ,4 Groups (28*42m), Set 1",11:37:50,11:39:51,10:21:49,12:56:01,00:02:00,273,51,8,0,3.89,12,1.99,3.49,24.06,136.22,4,7,39.49,79,
"Shalom",,"SSG 7vs7 ,4 Groups (28*42m), Set 3",11:42:45,11:44:46,10:21:49,12:56:01,00:02:01,245,39,0,0,0,0,1.98,0.5,18.22,121.39,4,1,29.46,59,
"Shalom",,"SSG 7vs7 ,4 Groups (28*42m), Set 5",11:47:34,11:50:05,10:21:49,12:56:01,00:02:30,322,79,28,0,11.12,44,2.39,1.59,23.99,128.3,6,4,35.65,90,
"Revivo",,"Entire Session",10:27:47,12:15:42,10:21:49,12:56:01,01:47:54,4314,314,93,1,0.87,116,0.41,0.21,25.38,39.98,44,23,3.78,408,
"Revivo",,"Entire Session - Live",10:35:21,11:52:55,10:21:49,12:56:01,01:17:34,3431,314,93,1,1.21,116,0.57,0.3,25.38,44.23,44,23,5.25,408,
