Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance,
"Baco",,"Entire Session",11:00:44,12:35:30,10:55:32,13:09:42,01:34:45,5223,269,11,0,0.11,32,0.27,0.15,21.17,55.12,26,14,3.66,347,
"Baco",,"Entire Session - Live",11:02:58,12:32:02,10:55:32,13:09:42,01:29:03,4919,269,11,0,0.12,32,0.29,0.16,21.17,55.22,26,14,3.85,343,
"Baco",,"Warm-up, Mobility",11:12:36,11:24:18,10:55:32,13:09:42,00:11:42,719,11,0,0,0,0,0.09,0,18.67,61.42,1,0,1.66,19,
"Baco",,"Rondo 6vs2 (6*6m)",11:25:14,11:33:23,10:55:32,13:09:42,00:08:08,178,0,0,0,0,0,0.25,0,12.36,21.89,2,0,0.69,6,
"Baco",,"Possession Game 5vs5+2J (20*30m) Set 1",11:37:27,11:38:59,10:55:32,13:09:42,00:01:32,87,0,0,0,0,0,0.65,0,12.86,56.48,1,0,3.19,5,
"Baco",,"Possession Game 5vs5+2J (20*30m) Set 2",11:39:44,11:41:16,10:55:32,13:09:42,00:01:31,136,7,0,0,0,0,3.28,0.66,16.2,88.97,5,1,14.88,23,
"Baco",,"Possession Game 5vs5+2J (20*30m) Set 3",11:42:02,11:43:48,10:55:32,13:09:42,00:01:45,121,5,0,0,0,0,1.7,0.57,16.73,68.97,3,1,5.74,10,
"Baco",,"Possession Game 5vs5+2J (20*30m) Set 4",11:44:55,11:46:27,10:55:32,13:09:42,00:01:31,127,14,0,0,0,0,2.63,1.97,17.77,83.3,4,3,16.16,25,
"Baco",,"Possession Game 5vs5+2J (20*30m) Set 5",11:48:23,11:49:56,10:55:32,13:09:42,00:01:33,148,7,0,0,0,0,3.22,1.29,16.92,95.22,5,2,18.62,29,
"Baco",,"Possession Game 5vs5+2J (20*30m) Set 6",11:50:40,11:52:11,10:55:32,13:09:42,00:01:31,100,0,0,0,0,0,0,0,12.99,65.55,0,0,6.62,10,
"Baco",,"Tactical Offense, Build-up (68*105m) Set 1",12:03:35,12:15:43,10:55:32,13:09:42,00:12:08,1137,166,11,0,0.88,32,0.08,0.08,21.17,93.69,1,1,12.09,147,
"Baco",,"Tactical Offense, Build-up (68*105m) Set 2",12:18:45,12:30:37,10:55:32,13:09:42,00:11:52,961,49,0,0,0,0,0.25,0.25,18.91,81,3,3,4.74,56,
"Shalom",,"Entire Session",11:00:47,13:00:36,10:55:32,13:09:42,01:59:47,7346,613,256,82,2.83,401,0.29,0.43,33.71,61.32,35,51,7.5,899,
"Shalom",,"Entire Session - Live",11:02:58,12:32:02,10:55:32,13:09:42,01:29:03,5839,601,256,82,3.81,401,0.38,0.53,33.71,65.56,34,47,9.73,867,
"Shalom",,"Warm-up, Mobility",11:12:36,11:24:18,10:55:32,13:09:42,00:11:42,631,2,0,0,0,0,0.26,0.43,15.29,53.9,3,5,1.86,22,
"Shalom",,"Rondo 6vs2 (6*6m)",11:25:14,11:33:23,10:55:32,13:09:42,00:08:08,345,0,0,0,0,0,0.12,0.25,12.76,42.32,1,2,1.35,11,
"Shalom",,"Possession Game 5vs5+2J (20*30m) Set 1",11:37:27,11:38:59,10:55:32,13:09:42,00:01:32,208,21,0,0,0,0,1.3,3.26,18.66,135.45,2,5,35.91,55,
"Shalom",,"Possession Game 5vs5+2J (20*30m) Set 2",11:39:44,11:41:16,10:55:32,13:09:42,00:01:31,196,39,5,0,3.02,5,1.31,3.93,22.33,128.65,2,6,37.24,57,
"Shalom",,"Possession Game 5vs5+2J (20*30m) Set 3",11:42:02,11:43:48,10:55:32,13:09:42,00:01:45,169,8,1,0,0.64,0,1.7,2.27,20.61,96.14,3,4,15.44,27,
"Shalom",,"Possession Game 5vs5+2J (20*30m) Set 4",11:44:55,11:46:27,10:55:32,13:09:42,00:01:31,170,17,0,0,0,0,1.31,0.66,18.04,111.71,2,1,16.65,25,
"Shalom",,"Possession Game 5vs5+2J (20*30m) Set 5",11:48:23,11:49:56,10:55:32,13:09:42,00:01:33,202,40,0,0,0,0,2.58,2.58,18.85,129.75,4,4,33.18,52,
"Shalom",,"Possession Game 5vs5+2J (20*30m) Set 6",11:50:40,11:52:11,10:55:32,13:09:42,00:01:31,147,6,0,0,0,0,1.31,2.63,15.64,96.56,2,4,17.64,27,
"Shalom",,"Tactical Offense, Build-up (68*105m) Set 1",12:03:35,12:15:43,10:55:32,13:09:42,00:12:08,1384,255,122,54,14.47,211,0.66,0.82,29.26,114.08,8,10,24.8,301,
"Shalom",,"Tactical Offense, Build-up (68*105m) Set 2",12:18:45,12:30:37,10:55:32,13:09:42,00:11:52,1179,214,129,28,13.28,185,0.59,0.51,33.71,99.34,7,6,24.34,289,
"Revivo",,"Entire Session",10:57:08,12:35:44,10:55:32,13:09:42,01:38:33,5669,349,216,114,3.34,349,0.3,0.36,30.63,57.52,30,35,6.91,681,
"Revivo",,"Entire Session - Live",11:02:58,12:32:02,10:55:32,13:09:42,01:29:03,5220,349,216,114,3.7,349,0.34,0.39,30.63,58.61,30,35,7.64,681,
"Revivo",,"Warm-up, Mobility",11:12:36,11:24:18,10:55:32,13:09:42,00:11:42,639,8,0,0,0,0,0.09,0.26,16.68,54.62,1,3,2.19,26,
"Revivo",,"Rondo 6vs2 (6*6m)",11:25:14,11:33:23,10:55:32,13:09:42,00:08:08,273,0,0,0,0,0,0.49,0.25,12.95,33.54,4,2,1.33,11,
"Revivo",,"Possession Game 5vs5+2J (20*30m) Set 1",11:37:27,11:38:59,10:55:32,13:09:42,00:01:32,143,18,0,0,0,0,0,1.95,19.51,92.91,0,3,13.67,21,
"Revivo",,"Possession Game 5vs5+2J (20*30m) Set 2",11:39:44,11:41:16,10:55:32,13:09:42,00:01:31,150,10,0,0,0,0,0.66,1.31,16.39,98.06,1,2,15.37,23,
"Revivo",,"Possession Game 5vs5+2J (20*30m) Set 3",11:42:02,11:43:48,10:55:32,13:09:42,00:01:45,141,7,0,0,0,0,1.7,1.14,18.69,80.12,3,2,9.93,17,
"Revivo",,"Possession Game 5vs5+2J (20*30m) Set 4",11:44:55,11:46:27,10:55:32,13:09:42,00:01:31,133,3,0,0,0,0,0.66,0,17.38,87.42,1,0,11.3,17,
"Revivo",,"Possession Game 5vs5+2J (20*30m) Set 5",11:48:23,11:49:56,10:55:32,13:09:42,00:01:33,167,36,0,0,0,0,0.64,0.64,18.82,107.75,1,1,24.77,38,
"Revivo",,"Possession Game 5vs5+2J (20*30m) Set 6",11:50:40,11:52:11,10:55:32,13:09:42,00:01:31,119,2,0,0,0,0,0.66,2.63,15.37,78.28,1,4,10.08,15,
"Revivo",,"Tactical Offense, Build-up (68*105m) Set 1",12:03:35,12:15:43,10:55:32,13:09:42,00:12:08,1225,135,132,74,16.96,224,0.66,0.82,30.63,100.92,8,10,23.61,287,
"Revivo",,"Tactical Offense, Build-up (68*105m) Set 2",12:18:45,12:30:37,10:55:32,13:09:42,00:11:52,1055,129,84,40,10.42,125,0.84,0.67,30.23,88.9,10,8,18.64,221,
